# eta         Weight        Error
-5.0      0     0
-4.9      0     0
-4.8      1.52611529049     5.35068661814
-4.7      1.89525854165     1.4711752584
-4.6      1.42990539912     0.620950398136
-4.5      1.217052418     0.364865067136
-4.4      1.02351612405     0.231840108952
-4.3      0.960020058296     0.173594643993
-4.2      0.890952668357     0.132348327386
-4.1      0.855942125923     0.106458352245
-4.0      0.863096170735     0.0904362496098
-3.9      0.890435325386     0.0795526864919
-3.8      0.92666268843     0.0708542358789
-3.7      0.904921482778     0.058796615033
-3.6      0.953901121215     0.0530887463875
-3.5      0.957490646499     0.0454209568258
-3.4      0.94894647273     0.0383082017861
-3.3      0.98726132874     0.0342563621809
-3.2      1.01506219762     0.0308043977279
-3.1      1.02811620598     0.0275306189736
-3.0      1.03759147437     0.0248633612047
-2.9      1.054049788     0.0233186365436
-2.8      1.07144839302     0.0227257355398
-2.7      1.07257369963     0.0225505462664
-2.6      1.04956116906     0.0227495027723
-2.5      1.04160043655     0.0238252611517
-2.4      1.02228465443     0.0253998954672
-2.3      1.00683147563     0.0272138537557
-2.2      0.949616352565     0.0274928150541
-2.1      0.905977462369     0.027783872285
-2.0      0.949743063707     0.0317064116403
-1.9      0.904006667699     0.0322501640322
-1.8      0.894626125609     0.0342141991017
-1.7      0.857203635366     0.0345102428969
-1.6      0.882207214555     0.03780234257
-1.5      0.866198056668     0.0392434141365
-1.4      0.840432975139     0.0399147190795
-1.3      0.854593267332     0.0425608696348
-1.2      0.864650453761     0.0448812125964
-1.1      0.858365785227     0.0465808287974
-1.0      0.866538937294     0.0489342159578
-0.9      0.859204643274     0.0495122391937
-0.8      0.919047919391     0.0549751624818
-0.7      0.886440658709     0.0543955683908
-0.6      0.888015433596     0.0556928095949
-0.5      0.8842625475     0.0565043947565
-0.4      0.843602821488     0.0545776610623
-0.3      0.878245481988     0.0574892841612
-0.2      0.879201806054     0.0581639987755
-0.1      0.882270381474     0.0590359633736
0.0      0.87015901444     0.0578015667004
0.1      0.908004866678     0.0607079300514
0.2      0.836026551315     0.0553210958537
0.3      0.834670829941     0.0549151053819
0.4      0.857083827478     0.055551980446
0.5      0.871391998002     0.0557520339221
0.6      0.873905377151     0.0549353551052
0.7      0.852927793151     0.0524316253272
0.8      0.867010093969     0.0519623681345
0.9      0.843042294436     0.0491498396437
1.0      0.8252387464     0.0464567735218
1.1      0.860351350246     0.0469781994501
1.2      0.848766135371     0.044510158484
1.3      0.832642907542     0.0418695774803
1.4      0.819194438252     0.0392654585772
1.5      0.846862974005     0.0386871433969
1.6      0.861040111666     0.0373342753752
1.7      0.875832994032     0.035839590482
1.8      0.899068081178     0.0347326161344
1.9      0.897038415653     0.0325268233913
2.0      0.909050182946     0.0308009078973
2.1      0.927811303814     0.0294200677368
2.2      0.935753957954     0.0273476768973
2.3      0.996394764335     0.027941250835
2.4      0.950986967307     0.0236987288098
2.5      1.04355878148     0.0247484458878
2.6      1.03627929963     0.0226781037683
2.7      1.0486905272     0.0221782661502
2.8      1.06428580031     0.0229114162732
2.9      1.05733668167     0.0240752949769
3.0      1.05461636285     0.0258905587373
3.1      1.04546960685     0.0280532085649
3.2      1.06595669002     0.0326273878797
3.3      1.04463052257     0.036769323215
3.4      1.02046942545     0.0415941787918
3.5      1.0632765727     0.0510165989122
3.6      1.01270668851     0.0563287335645
3.7      1.04023342296     0.0682578375282
3.8      1.04262538771     0.0799988519264
3.9      1.01517223143     0.0907923464438
4.0      1.08731958129     0.114486752521
4.1      1.15658325553     0.14478276958
4.2      1.24607868971     0.185546458118
4.3      1.44544582853     0.261252101134
4.4      1.8172395324     0.411979563526
4.5      2.48413088667     0.736008660438
4.6      4.08307437668     1.75282540743
4.7      5.08586780887     3.7761211986
4.8      0     0
4.9      0     0
