# eta         Weight        Error
-5.0      0     0
-4.9      2.8973282339     1.94032080888
-4.8      0.57219385318     1.19712364977
-4.7      0.667219319142     0.476438639754
-4.6      0.634656978931     0.277990931837
-4.5      0.815770171103     0.19342709466
-4.4      0.762035859031     0.156113647194
-4.3      1.01226726776     0.122823996575
-4.2      1.00508792745     0.103800631911
-4.1      1.06409703491     0.0782639000263
-4.0      0.894759396081     0.0750536208115
-3.9      1.13224356592     0.0689022993248
-3.8      1.09198689591     0.0633322553045
-3.7      1.04623108249     0.0638810933503
-3.6      1.11191047543     0.0556483219373
-3.5      1.11331725171     0.0480202098261
-3.4      1.04010255969     0.0442988540134
-3.3      1.06519195998     0.0441886307586
-3.2      1.09048413319     0.0434906348893
-3.1      1.06236498758     0.0404702097918
-3.0      1.04272729622     0.038132699028
-2.9      1.00046658489     0.0411224259318
-2.8      1.06855269713     0.038264584892
-2.7      0.999450123531     0.0360318774134
-2.6      0.964096464165     0.0343111524603
-2.5      0.928388973082     0.0382697274026
-2.4      1.06161657912     0.0369452746229
-2.3      1.00115286397     0.0371547787429
-2.2      0.916703891493     0.0362091776286
-2.1      0.938472454364     0.0383137574949
-2.0      1.00831493332     0.0396521388584
-1.9      0.92892424201     0.0401165154693
-1.8      0.923126727499     0.0486625452361
-1.7      0.926498100934     0.0390613631883
-1.6      0.900287190404     0.0433420941908
-1.5      0.922765779799     0.0401861737754
-1.4      0.843734122969     0.0426562187631
-1.3      0.877613786192     0.0428101185308
-1.2      0.845275584861     0.0451014972235
-1.1      0.915551677564     0.049515827691
-1.0      0.844609182843     0.0477783445815
-0.9      0.820936541772     0.0476683922924
-0.8      0.8877634057     0.0522830530544
-0.7      0.841308042054     0.0548545149967
-0.6      0.812266158501     0.0540434349092
-0.5      0.822995567272     0.0627903884851
-0.4      0.941724279817     0.0654970787022
-0.3      0.895583112471     0.0543123787871
-0.2      0.773449821955     0.0510250820339
-0.1      0.714689303716     0.052309741401
0.0      0.766972792996     0.0552159112847
0.1      0.821792253953     0.0661522245691
0.2      0.857767615557     0.0610294437288
0.3      0.986279357125     0.0565684997847
0.4      0.838362048182     0.0589530417838
0.5      0.917097307788     0.0524638207748
0.6      0.801223267769     0.052484608529
0.7      0.81964670123     0.0530011918174
0.8      0.815879576416     0.048556926416
0.9      0.838450180053     0.0481177993798
1.0      0.829549704524     0.0457965120014
1.1      0.861148105302     0.0469600067376
1.2      0.932299635739     0.0464376788286
1.3      0.941385427617     0.0445335648087
1.4      0.907907591772     0.0413237938548
1.5      0.89668052358     0.0387598818961
1.6      0.838784236937     0.0415595619496
1.7      0.959568116473     0.0418780642893
1.8      0.948377714208     0.043499274524
1.9      0.947796930622     0.0427218366372
2.0      0.972376383455     0.0379945190903
2.1      0.932307904095     0.0363675720931
2.2      0.936015409012     0.0354517574235
2.3      0.975947450578     0.04294826033
2.4      1.0158248355     0.034496498665
2.5      1.02015681212     0.040556931258
2.6      0.995644774301     0.0397151504601
2.7      1.0168492735     0.03532635761
2.8      0.993941756439     0.0366861884568
2.9      1.0221914403     0.0368655476525
3.0      1.0052758215     0.0412959963726
3.1      1.09739887494     0.0385611141143
3.2      1.06211372321     0.0399983915816
3.3      0.98199053495     0.0440225422523
3.4      1.06230630398     0.0421472127911
3.5      0.948582164384     0.0482415464395
3.6      1.00395026126     0.0465485200481
3.7      1.04402849214     0.0655101635293
3.8      1.04891265399     0.0596017678468
3.9      0.995682453345     0.0636660516409
4.0      1.08574964801     0.0702743982228
4.1      1.0404340836     0.0817449757781
4.2      0.979709417141     0.0817501983245
4.3      0.909378884106     0.0958363969313
4.4      0.812578657243     0.123322087011
4.5      1.05013047389     0.126004436852
4.6      0.581889487403     0.267998151907
4.7      1.11910724703     0.0
4.8      0     0
4.9      0     0
