# eta         Weight        Error
-5.0      0     0
-4.9      0     0
-4.8      0     0
-4.7      1.81405060726     2.57080939162
-4.6      1.26917350669     1.06208797287
-4.5      0.947183402675     1.12211318614
-4.4      2.53363334741     0.652423529866
-4.3      1.06931510293     0.427085243169
-4.2      1.35228410029     0.346623209917
-4.1      1.20716413174     0.318258665944
-4.0      1.52714505726     0.213747621311
-3.9      1.00363474031     0.231006793902
-3.8      1.21306548664     0.182649782979
-3.7      1.13512269287     0.183316811205
-3.6      1.16337309793     0.1410404754
-3.5      0.835608332789     0.157072325068
-3.4      1.1966131662     0.142721412657
-3.3      1.23860435237     0.135068616328
-3.2      1.13879127808     0.13026272152
-3.1      1.18076613053     0.113383966976
-3.0      0.882866201565     0.112739350474
-2.9      0.970464802626     0.109597754761
-2.8      0.914062806961     0.110329345823
-2.7      0.965677524875     0.113371374015
-2.6      1.02687323235     0.11880128696
-2.5      1.13557481313     0.11773735802
-2.4      1.07501420407     0.116466092833
-2.3      1.01637446142     0.107594375483
-2.2      0.843876091799     0.107033930493
-2.1      0.773734422339     0.111072108838
-2.0      0.824820103654     0.109254421024
-1.9      0.729396861479     0.117144743217
-1.8      0.811084417531     0.107008901439
-1.7      0.741323091532     0.110750221542
-1.6      0.628874051868     0.134827047441
-1.5      0.891333138874     0.118200946352
-1.4      0.618427430902     0.133089459144
-1.3      0.767990959401     0.134943687574
-1.2      0.730108660301     0.129789048022
-1.1      0.616623292455     0.140740957356
-1.0      0.698832747805     0.113617295445
-0.9      0.403850393463     0.155634277822
-0.8      0.672082500558     0.143061425905
-0.7      0.496357605955     0.158177271898
-0.6      0.593510702929     0.145884697817
-0.5      0.536451551018     0.134640088597
-0.4      0.391667658994     0.139535186053
-0.3      0.469723267387     0.164168208126
-0.2      0.589901869919     0.131043688783
-0.1      0.410098390297     0.123274957884
0.0      0.311990476489     0.164017711437
0.1      0.600569572854     0.207065874056
0.2      0.867578974064     0.150460893759
0.3      0.565465041365     0.172767628054
0.4      0.635686098196     0.178387218873
0.5      0.81139820076     0.141954605212
0.6      0.519508823495     0.138627774277
0.7      0.479568786275     0.146535214425
0.8      0.656964119871     0.15411530123
0.9      0.751759776347     0.155442011905
1.0      0.753969844343     0.148354028446
1.1      0.744992068493     0.123494403812
1.2      0.578137820187     0.132997528444
1.3      0.68006523202     0.133163481755
1.4      0.824998593641     0.118580082845
1.5      0.634248836198     0.132234797371
1.6      0.876951765913     0.104086300789
1.7      0.611911672179     0.136393816712
1.8      0.922424316568     0.112286926245
1.9      0.727158958958     0.109512161634
2.0      0.773328104522     0.127052519065
2.1      1.05171195318     0.122801134369
2.2      1.07398151551     0.10591373845
2.3      0.763814615645     0.120376297115
2.4      1.09668893     0.12060489949
2.5      1.12305237047     0.110955471513
2.6      0.996231038901     0.113474663068
2.7      1.0431080226     0.108963520742
2.8      0.920890029839     0.102165561827
2.9      0.848663303906     0.114381185676
3.0      1.05148501396     0.121425121252
3.1      1.1840527389     0.114797339485
3.2      1.00358429561     0.13093879997
3.3      1.20028342618     0.133451359484
3.4      1.23024336662     0.14560177018
3.5      1.22061816584     0.173691146159
3.6      1.51912774543     0.159987083201
3.7      1.17033690534     0.195908329128
3.8      1.39506560537     0.208319042722
3.9      1.43930674542     0.153412801685
4.0      0.723843128994     0.240839492145
4.1      1.27143543489     0.229241807585
4.2      1.03125770176     0.334642589517
4.3      1.41096705563     0.307210077354
4.4      0.852216251167     0.754206282347
4.5      3.65085070614     0.638293207471
4.6      1.26623939691     1.30976061192
4.7      8.45703340933     0.0
4.8      0     0
4.9      0     0
