# eta         Weight        Error
-5.0      0     0
-4.9      0     0
-4.8      3.15074856812     1.99623166622
-4.7      1.03692316575     0.66220605115
-4.6      1.13304164685     0.358052162192
-4.5      0.800608177053     0.227698611589
-4.4      0.826276406114     0.175743149701
-4.3      1.07233288926     0.149728787435
-4.2      1.26819526216     0.120982576325
-4.1      1.27996535546     0.0922570699592
-4.0      1.16953059687     0.0868126562853
-3.9      1.23756898472     0.074138178864
-3.8      1.22544946345     0.0661138624893
-3.7      1.22708197601     0.0614402650102
-3.6      1.19864320238     0.0534650330306
-3.5      1.07670202044     0.049627607623
-3.4      1.10668992579     0.047644033731
-3.3      1.14648949922     0.0488485447334
-3.2      1.08200834785     0.0411657035318
-3.1      1.00463152262     0.0377913538892
-3.0      0.884062577776     0.0384711673847
-2.9      0.94661885871     0.0394583019077
-2.8      1.02504249809     0.0360427802999
-2.7      0.947809752982     0.0416723360722
-2.6      0.9167650173     0.0355610639057
-2.5      0.922615320985     0.036109131405
-2.4      0.870646790771     0.0351809202743
-2.3      0.867567990145     0.0361518956131
-2.2      0.847662060226     0.035291675464
-2.1      0.800222537737     0.0363840379041
-2.0      0.841283783131     0.0390459135061
-1.9      0.800316200227     0.0359449633707
-1.8      0.772071016052     0.047946746767
-1.7      0.855002930058     0.0402895423773
-1.6      0.725569915682     0.0559950104199
-1.5      0.785477920331     0.0407260147649
-1.4      0.715176535455     0.0426862038312
-1.3      0.737552182537     0.0459501351263
-1.2      0.762097440038     0.0432849726834
-1.1      0.681550811977     0.0454236237632
-1.0      0.636503721171     0.0496380094486
-0.9      0.718093735773     0.0484029167778
-0.8      0.627295616507     0.051504250215
-0.7      0.615352762819     0.060165397912
-0.6      0.660344889577     0.0565319976012
-0.5      0.663459292337     0.0567326691314
-0.4      0.604852658117     0.0605879977189
-0.3      0.690777654515     0.0569620117634
-0.2      0.634524428314     0.0495118203648
-0.1      0.508575905719     0.0560038399519
0.0      0.641412378705     0.0567005591652
0.1      0.65144681664     0.0606952011651
0.2      0.610894008362     0.0599963633913
0.3      0.621920204323     0.0585210268548
0.4      0.630808903771     0.0519004229433
0.5      0.60332471352     0.0543015253615
0.6      0.644166065583     0.0523198603651
0.7      0.63415082948     0.0494161771793
0.8      0.635335170384     0.0460050020188
0.9      0.614393119667     0.0541607756854
1.0      0.743247557263     0.0430286157678
1.1      0.61826909056     0.0463866645372
1.2      0.701937735023     0.0462781265796
1.3      0.745589486666     0.0438267109858
1.4      0.747113023459     0.0410695507863
1.5      0.761910605827     0.0421948587683
1.6      0.806390234887     0.0416140509526
1.7      0.793696562177     0.0421633153717
1.8      0.84829784081     0.0406842975798
1.9      0.82945292417     0.0452667908247
2.0      0.898595926854     0.0363156680458
2.1      0.820573050323     0.0379203341825
2.2      0.901020243577     0.0359688542507
2.3      0.847982285403     0.0356446983205
2.4      0.92905559485     0.0364376580293
2.5      0.979087357087     0.0373508993347
2.6      0.979100251588     0.0360967795508
2.7      0.964907738597     0.0380081367233
2.8      1.03245269581     0.0397200986498
2.9      1.00707491658     0.0415468800298
3.0      1.04516989742     0.0471869592644
3.1      1.09128641499     0.0488791370335
3.2      1.08611210262     0.0413923577773
3.3      0.987669331398     0.044557518875
3.4      1.2080500936     0.0449972706846
3.5      1.17800955559     0.0483809165211
3.6      1.22174986341     0.0518861258671
3.7      1.12533868298     0.0575104931741
3.8      1.27534100371     0.074524689535
3.9      1.25281106253     0.0636436096885
4.0      1.10085209575     0.0780632863245
4.1      1.22458733644     0.106337352514
4.2      1.28799253627     0.0843007776221
4.3      1.00625743703     0.10570865139
4.4      0.874620596381     0.112864782253
4.5      0.867376009388     0.194539811237
4.6      0.970194874963     0.136297001535
4.7      0.646547125833     0.126273718624
4.8      0     0
4.9      0     0
