# eta         Weight        Error
-5.0      0     0
-4.9      0     0
-4.8      1.09407195224     2.90375105985
-4.7      0.925848766707     0.644361025633
-4.6      1.00243653136     0.336626070627
-4.5      0.954597910055     0.245247393789
-4.4      1.09432184804     0.160334044182
-4.3      0.775662255924     0.136672916948
-4.2      1.04109648786     0.100829908806
-4.1      1.01774587161     0.0883103878806
-4.0      1.09289906645     0.0777821298549
-3.9      1.1175108178     0.0884290791155
-3.8      1.21489021832     0.0649822760987
-3.7      1.17593717661     0.0602568669407
-3.6      1.17338530486     0.0506082431352
-3.5      1.02122862221     0.0511632813921
-3.4      1.10924206077     0.0451831343604
-3.3      1.05833869259     0.0414727899301
-3.2      1.03023440065     0.041759123016
-3.1      1.05191497054     0.0470125774638
-3.0      1.11542501874     0.0415494514503
-2.9      1.05224932932     0.0366876713097
-2.8      0.995465002343     0.035863263742
-2.7      0.956001104048     0.0364856939562
-2.6      0.991185322293     0.0356834500812
-2.5      0.962399272345     0.0370775242079
-2.4      0.976292555095     0.037003993298
-2.3      0.931983828271     0.0427154981789
-2.2      0.938705147721     0.0346985009825
-2.1      0.872044328564     0.0368252400933
-2.0      0.856035232383     0.0405808227538
-1.9      0.852491507611     0.0368574297757
-1.8      0.786140631358     0.0379443263818
-1.7      0.81929521035     0.0465870321407
-1.6      0.866752759816     0.0414869059646
-1.5      0.827453305135     0.0408935851062
-1.4      0.777789400715     0.0420112529811
-1.3      0.782205286627     0.0416054895266
-1.2      0.752291907429     0.0472336753201
-1.1      0.758912966812     0.0470574788296
-1.0      0.839355962831     0.0470124946237
-0.9      0.7281094954     0.0476783553086
-0.8      0.740523601887     0.0512634191657
-0.7      0.708527910972     0.0512897674555
-0.6      0.699264039799     0.0520344807936
-0.5      0.668810932976     0.0678721989682
-0.4      0.793038324772     0.0558965464451
-0.3      0.783014825831     0.0508415557832
-0.2      0.623943685866     0.0590138387422
-0.1      0.763969557531     0.0586876176089
0.0      0.702994983479     0.0562832531867
0.1      0.731789272672     0.0521165452625
0.2      0.663973414034     0.0537035363372
0.3      0.718958335687     0.051701831092
0.4      0.623745936802     0.0500770784326
0.5      0.665094929317     0.0511344658877
0.6      0.69583307931     0.0552184947276
0.7      0.712729662305     0.0439374829975
0.8      0.644510601263     0.045408497095
0.9      0.648799539054     0.0486487562601
1.0      0.805178432643     0.0471010261445
1.1      0.783229513595     0.0454275920716
1.2      0.790397533663     0.0436719606746
1.3      0.76205424699     0.040072605393
1.4      0.772025481087     0.0444842330364
1.5      0.87440455262     0.0440115488274
1.6      0.889807726633     0.0400212117594
1.7      0.837781853101     0.04101924689
1.8      0.893633856856     0.0362518874048
1.9      0.835097688608     0.0385070153936
2.0      0.904044579187     0.0458124122301
2.1      0.94995921351     0.0353143269492
2.2      0.892341367396     0.0376910661298
2.3      0.974095176083     0.0357200138431
2.4      0.911276470164     0.0354449114075
2.5      0.906140420445     0.0364006046023
2.6      0.961760869938     0.0376659084449
2.7      1.02001732649     0.0366705158427
2.8      0.977894996756     0.0365889962963
2.9      0.981750108996     0.0378401679337
3.0      1.05032271324     0.0400427556662
3.1      1.08125797393     0.0390050689561
3.2      1.09452836264     0.0439124520802
3.3      1.08128507202     0.0500074782628
3.4      1.15216919651     0.0470670007328
3.5      1.13155925363     0.0492595938668
3.6      1.13867693495     0.0490618653764
3.7      1.11630929825     0.0655713942415
3.8      1.1415041257     0.0562560711221
3.9      1.0751849837     0.0657764604166
4.0      1.1995339169     0.0755811386899
4.1      1.12570733849     0.0710693221899
4.2      1.01737105653     0.0946924625397
4.3      1.09150875464     0.0987012920183
4.4      0.880723824734     0.156102231246
4.5      1.2256181736     0.15789824935
4.6      0.954639814044     0.149435068023
4.7      0.331641615343     0.0152423838379
4.8      0     0
4.9      0     0
